timestamp,x,y,z,lat,lon
0.0,0.009934283060224654,-0.01350356549948763,0.9827301279007014,28.613900709077384,77.20900013316349
0.02,-0.002765286023423693,-0.0028903734143103568,0.9993759302212183,28.613901418878207,77.20900026122814
0.04,0.01295377076201385,-0.015848398419999226,1.000360337440889,28.613902129706617,77.20900038167018
0.06,0.03046059712816051,-0.006159230592780805,1.0094526069168681,28.61390284110376,77.20900049767319
0.08,-0.004683067494466719,-0.03787229333907571,0.9726628327343835,28.61390355271735,77.20900061194052
0.1,-0.004682739138983611,0.004265874147458771,1.0118513454769467,28.613904263466253,77.20900073298989
0.12,0.03158425631014783,2.4109507244484736e-05,0.9459121673679445,28.61390497455277,77.20900085143843
0.14,0.015348694583058176,-0.016341772621363812,0.9874023089527237,28.613905687198596,77.2090009570288
0.16,-0.009389487718699043,0.013184913368648101,0.9902345231509692,28.613906398741353,77.20900107186709
0.18,0.010851200871719294,0.01875140275253117,1.0126665365214247,28.613907111103064,77.20900117991653
0.2,-0.009268353856249245,-0.03215119728737948,1.0004526170535373,28.61390782352035,77.20900128748944
0.22,-0.009314595071405137,-0.015254495571324285,0.9718887389228743,28.61390853550885,77.20900139868506
0.24,0.004839245431320682,-0.015382846995745965,0.9803001374836597,28.61390924730108,77.20900151149938
0.26,-0.03826560489315596,-0.018798062022177292,1.003973600190948,28.613909957967095,77.2090016331786
0.28,-0.03449835665026066,0.01658949683863497,0.9984186531627088,28.613910668113295,77.20900175873413
0.3,-0.011245750584819454,-0.0038765227754560708,0.988417517807285,28.613911379182486,77.20900187731756
0.32,-0.020256622406688476,-0.005290296826212216,0.9903833242097604,28.61391208781523,77.20900201351775
0.34,0.006284946651905478,-0.04007724728813507,1.0139233599431858,28.61391279621428,77.20900215128637
0.36,-0.01816048151042422,0.012708360604184527,0.9896461485426157,28.613913504790755,77.20900228786587
0.38,-0.02824607402670583,-0.02478516789706945,0.9982381751194185,28.6139142121786,77.20900243221931
0.4,0.029312975378431083,0.001198652605326565,1.043398731761611,28.61391491924813,77.20900257858237
0.42,-0.004515526009730713,0.005547538759163834,0.9715263472623216,28.61391562579907,77.20900272815982
0.44,0.0013505640937584767,0.02721317191677302,0.9629631453685068,28.61391632885848,77.20900289774708
0.46,-0.028494963724269136,-0.026176407982382244,1.0156717932959722,28.613917032324814,77.20900306513033
0.48,-0.010887654490503653,-0.060390243116416505,0.9864271387741179,28.613917736254514,77.20900322996641
0.5,0.002218451794197322,0.003676990895073897,0.9936352494451476,28.61391844001504,77.20900339573718
0.52,-0.023019871548446057,0.036010223630217074,0.9843768724373777,28.613919142175877,77.20900357008831
0.54,0.007513960366913439,0.024778927058788747,0.9948039971846497,28.6139198465628,77.2090037323701
0.56,-0.0120127737983761,0.0041931883054925154,1.0319707622419267,28.61392055361365,77.20900387885025
0.58,-0.005833874995865536,-0.009832723712640948,1.0160425691723625,28.613921261407278,77.20900402059917
0.6,-0.012034132244587938,0.01614245193274621,1.0172444702377395,28.613921971139536,77.20900414915599
0.62,0.03704556369017876,-0.019470923994089374,0.9716754588841471,28.613922681344835,77.209004274277
0.64,-0.0002699444947586784,0.009527155387124385,0.9769769252689426,28.61392339098923,77.2090044034617
0.66,-0.021154218579118006,0.010109403183332538,0.9432184268102914,28.613924101615627,77.2090045254408
0.68,0.01645089824206378,0.021204198149977597,0.9838123835783449,28.613924813697505,77.20900463585782
0.7,-0.024416872999420445,0.055193200778221554,1.019134063727713,28.613925525712002,77.20900474683725
0.72,0.0041772719000951085,0.007848319343575341,1.0103389303149675,28.61392623685969,77.20900486480832
0.74,-0.039193402477595514,-0.010179272514149976,0.9955697347409576,28.613926949660506,77.20900496903236
0.76,-0.02656372097796861,-0.0005114862438398887,0.999553994325639,28.61392766168688,77.20900507991286
0.78,0.003937224717382471,-0.035381518097782366,0.9862222891484919,28.61392837289393,77.20900519741863
0.8,0.014769331599908208,-0.013894262621781164,1.0040951776480356,28.613929083084447,77.20900532264851
0.82,0.00342736562379941,-0.00818564876226208,1.0153175655896123,28.613929791882736,77.2090054577263
