timestamp,x,y,z,lat,lon
0.0,-0.017556927560395112,-0.017271498700123452,0.9863860789879066,28.613899882051538,77.2090008075299
0.02,-0.0030130779718309264,0.026015761052581996,1.0078942395160793,28.613899771295767,77.20900161638038
0.04,-0.0382654903519318,-0.007852813231680631,1.014276542526598,28.613899665637952,77.20900242611533
0.06,0.027309157889979962,0.03173165189498884,0.9838242587016811,28.613899563355833,77.20900323641253
0.08,-0.020491733862909704,-0.016364233939207072,0.9726411777358982,28.61389945097245,77.20900404497164
0.1,-0.022961970681469945,0.030153486692255448,1.003603824564558,28.613899341047354,77.20900485396913
0.12,-0.008116635546414692,0.001678824280674163,0.9915869486557096,28.613899227181875,77.20900566225912
0.14,-0.026847660629232335,0.017214597334215095,1.016721689953776,28.613899111230204,77.20900647016417
0.16,0.012885811862049219,-0.026010946573140285,0.9802957292520853,28.61389898853033,77.20900727677487
0.18,-0.019320445941856394,-0.026107148354013638,0.9758841747712071,28.61389887932052,77.20900808589806
0.2,0.010029385484065179,0.0051600648601435265,0.9873333225931864,28.61389876767484,77.20900889458976
0.22,0.018497617857245036,-0.020277446289239318,1.0103956629299828,28.613898654399332,77.2090097029873
0.24,-0.010987148633520974,0.026579767701630858,0.9929675109987286,28.613898541832356,77.20901051151326
0.26,-0.014349061448837555,0.007280097650777083,0.9982280514241315,28.61389842163278,77.2090113186123
0.28,-0.0160433370992372,-0.012883537111358883,0.9900957162219836,28.613898302289577,77.20901212587623
0.3,-0.021644394793546438,-0.018400809924515284,1.020310005345133,28.613898176722383,77.20901293191413
0.32,-0.0084071495684807,-0.005770682183689523,1.009661048682076,28.61389804995197,77.20901373770761
0.34,0.0013476120484213919,-0.0113565752283751,0.9695479416173691,28.61389792143223,77.20901454314142
0.36,-0.02766032010783369,0.009905811107747912,1.0180235973102285,28.61389779067755,77.20901534810832
0.38,-0.012839853119022892,-0.0015348346162546314,1.0118080471643678,28.613897661331997,77.20901615337057
0.4,0.003155532066932218,0.023367524678744398,1.021695540439642,28.61389752094678,77.20901695623006
0.42,-0.04299408604455173,0.012644408774072045,0.9983145088676018,28.613897372989054,77.20901775732311
0.44,-0.14071900083939792,-0.017339592636930926,0.9989976600429932,28.61389722545004,77.20901855851635
0.46,-0.1183901770594585,-0.008511101436167122,1.0250130972505926,28.613897076708636,77.20901935942105
0.48,-0.14998142601095119,-0.017290220503164377,1.0388164650195935,28.61389692458719,77.20902015950153
0.5,-0.2298908514179694,-0.017272311282234994,1.0681514353859565,28.613896766781178,77.20902095815205
0.52,-0.2968237767769101,-0.03590558845373793,1.0660638225976735,28.613896597689383,77.20902175379983
0.54,-0.3211009857416396,0.018824992685035936,1.065203968089992,28.613896422271036,77.20902254766833
0.56,-0.3653784672291435,0.025846402702105146,1.0685606040203477,28.613896248068535,77.20902334188415
0.58,-0.36919133415538585,-0.019751131941844982,1.0803051400815464,28.613896079571845,77.20902413769574
0.6,-0.41506140153303445,-0.021764962070722135,1.0721136403837144,28.613895904152084,77.20902493156382
0.62,-0.40034913172095954,0.011218555314874352,1.0935787431873516,28.613895726718756,77.20902572485102
0.64,-0.3596237096581586,-0.016387501612503737,1.050956264829228,28.613895556136402,77.20902652008583
0.66,-0.3899688296582778,0.025481503129754068,1.080173892408016,28.613895379602997,77.20902731363351
0.68,-0.3892764922918023,-0.014334888196193676,1.100882800138191,28.613895192526467,77.20902810404066
0.7,-0.39521238029825645,-0.042768358468130256,1.0572859484072419,28.613895005400703,77.20902889443266
0.72,-0.373634707793358,-0.0026052395261780006,1.11889334243505,28.61389480742832,77.20902968138846
0.74,-0.3851074180429181,-0.011846290762329688,1.0584542264746974,28.613894604168642,77.20903046659329
0.76,-0.3561175806259872,0.0029457256805200636,1.0699061556931324,28.61389440890863,77.20903125442794
0.78,-0.35393515890764143,-0.006978242132592178,1.1005186841450114,28.613894210727914,77.20903204131568
0.8,-0.3869141037853176,0.011530834327591602,1.1090406645846105,28.613894024812506,77.20903283207822
0.82,-0.3939329588761065,0.008462532902310067,1.087149591816161,28.61389383644059,77.20903362208603
0.84,-0.3899160249103245,0.00651471684261432,1.0866227087335436,28.61389365518451,77.20903441425098
0.86,-0.4045170438318485,0.003815438611850662,1.1157574143000732,28.613893472591396,77.20903520601739
0.88,-0.39051354219273077,-1.246353799743446e-05,1.0526378706414024,28.613893285293095,77.20903599635636
0.9,-0.4220303070192386,-0.027946265943779906,1.0455033101534643,28.613893102079377,77.20903678793672
0.92,-0.40742991618687174,0.007785574630434754,1.0415128814120362,28.61389290714519,77.20903757587605
0.94,-0.37745870180325014,0.014639125549800843,1.0629748137298431,28.61389271859309,77.20903836582808
0.96,-0.3824273533371272,0.00697970066588012,1.0656781785880662,28.61389254491423,77.20903916019267
0.98,-0.39573424506064603,-0.004030177947369727,1.087611430277526,28.613892371436805,77.20903995461438
1.0,-0.3848105766828091,0.011806878237542551,1.1001550286549369,28.61389218845499,77.20904074626434
1.02,-0.36306530858276487,0.004732470436281915,1.0981722087778798,28.613892005619103,77.20904153795803
1.04,-0.4009007264033391,0.014202154920934152,1.0975875661468537,28.613891826907867,77.20904233087289
